,text,book,line,meter,first_hemistich,second_hemistich
18949,odyssey,7,221,DDDSDA,ληθάνει ὅσσ ἔπαθον ,καὶ ἐνιπλησθῆναι ἀνώγει
18950,odyssey,7,222,SSDSDA,ὑμεῖς δ ὀτρύνεσθαι ,ἅμ ἠοῖ φαινομένηφιν
18951,odyssey,7,223,DSDDDA,ὥς κ ἐμὲ τὸν δύστηνον ,ἐμῆς ἐπιβήσετε πάτρης
18952,odyssey,7,224,SDDDDA,καί περ πολλὰ παθόντα ,ἰδόντα με καὶ λίποι αἰὼν
18953,odyssey,7,225,DSDDDA,κτῆσιν ἐμήν δμῶάς ,τε καὶ ὑψερεφὲς μέγα δῶμα
18954,odyssey,7,226,DDDDDA,ὣς ἔφαθ οἱ δ ἄρα πάντες ,ἐπῄνεον ἠδ ἐκέλευον
18955,odyssey,7,227,DSDDDA,πεμπέμεναι τὸν ξεῖνον ,ἐπεὶ κατὰ μοῖραν ἔειπεν
18956,odyssey,7,228,DSDDDA,αὐτὰρ ἐπεὶ σπεῖσάν ,τ ἔπιον θ ὅσον ἤθελε θυμός
18957,odyssey,7,229,SSDSDA,οἱ μὲν κακκείοντες ,ἔβαν οἶκόνδε ἕκαστος
18958,odyssey,7,230,DDDDDA,αὐτὰρ ὁ ἐν μεγάρῳ ,ὑπελείπετο δῖος ὀδυσσεύς
18959,odyssey,7,231,DSDDDA,πὰρ δέ οἱ ἀρήτη ,τε καὶ ἀλκίνοος θεοειδὴς
18960,odyssey,7,232,SDDDDA,ἥσθην ἀμφίπολοι ,δ ἀπεκόσμεον ἔντεα δαιτός
18961,odyssey,7,233,SSSDDA,τοῖσιν δ ἀρήτη ,λευκώλενος ἤρχετο μύθων
18962,odyssey,7,234,SSDDDA,ἔγνω γὰρ φᾶρός ,τε χιτῶνά τε εἵματ ἰδοῦσα
18963,odyssey,7,235,DSDDDA,καλά τά ῥ αὐτὴ τεῦξε ,σὺν ἀμφιπόλοισι γυναιξί
18964,odyssey,7,236,SSDDDA,καί μιν φωνήσασ ,ἔπεα πτερόεντα προσηύδα
18965,odyssey,7,237,DSDSDA,ξεῖνε τὸ μέν σε πρῶτον ,ἐγὼν εἰρήσομαι αὐτή
18966,odyssey,7,238,DSSDDA,τίς πόθεν εἰς ἀνδρῶν ,τίς τοι τάδε εἵματ ἔδωκεν
18967,odyssey,7,239,SDDDDA,οὐ δὴ φῆς ἐπὶ πόντον ,ἀλώμενος ἐνθάδ ἱκέσθαι
18968,odyssey,7,240,DDDDDA,τὴν δ ἀπαμειβόμενος ,προσέφη πολύμητις ὀδυσσεύς
18969,odyssey,7,241,DDDDDA,‘ἀργαλέον βασίλεια ,διηνεκέως ἀγορεῦσαι
18970,odyssey,7,242,DSDDDA,κήδε ἐπεί μοι πολλὰ ,δόσαν θεοὶ οὐρανίωνες
18971,odyssey,7,243,DDDDDA,τοῦτο δέ τοι ἐρέω ,ὅ μ ἀνείρεαι ἠδὲ μεταλλᾷς
18972,odyssey,7,244,DSDDDA,ὠγυγίη τις νῆσος ,ἀπόπροθεν εἰν ἁλὶ κεῖται
18973,odyssey,7,245,DSDDDA,ἔνθα μὲν ἄτλαντος ,θυγάτηρ δολόεσσα καλυψὼ
18974,odyssey,7,246,DDSDDA,ναίει ἐυπλόκαμος ,δεινὴ θεός οὐδέ τις αὐτῇ
18975,odyssey,7,247,DDSSSA,μίσγεται οὔτε θεῶν ,οὔτε θνητῶν ἀνθρώπων
18976,odyssey,7,248,DSDDDA,ἀλλ ἐμὲ τὸν δύστηνον ,ἐφέστιον ἤγαγε δαίμων
18977,odyssey,7,249,DSDSDA,οἶον ἐπεί μοι νῆα ,θοὴν ἀργῆτι κεραυνῷ
18978,odyssey,7,250,SDDDDA,ζεὺς ἔλσας ἐκέασσε ,μέσῳ ἐνὶ οἴνοπι πόντῳ
18979,odyssey,7,251,SSDDDA,ἔνθ ἄλλοι μὲν πάντες ,ἀπέφθιθεν ἐσθλοὶ ἑταῖροι
18980,odyssey,7,252,DDDDDA,αὐτὰρ ἐγὼ τρόπιν ἀγκὰς ,ἑλὼν νεὸς ἀμφιελίσσης
18981,odyssey,7,253,SDDDDA,ἐννῆμαρ φερόμην ,δεκάτῃ δέ με νυκτὶ μελαίνῃ
18982,odyssey,7,254,DDDDDA,νῆσον ἐς ὠγυγίην ,πέλασαν θεοί ἔνθα καλυψὼ
18983,odyssey,7,255,DDSDDA,ναίει ἐυπλόκαμος ,δεινὴ θεός ἥ με λαβοῦσα
18984,odyssey,7,256,DDDDDA,ἐνδυκέως ἐφίλει ,τε καὶ ἔτρεφεν ἠδὲ ἔφασκε
18985,odyssey,7,257,SDDDDA,θήσειν ἀθάνατον ,καὶ ἀγήραον ἤματα πάντα
18986,odyssey,7,258,DDDSDA,ἀλλ ἐμὸν οὔ ποτε θυμὸν ,ἐνὶ στήθεσσιν ἔπειθεν
18987,odyssey,7,259,DDDDDA,ἔνθα μὲν ἑπτάετες ,μένον ἔμπεδον εἵματα δ αἰεὶ
18988,odyssey,7,260,DSDDDA,δάκρυσι δεύεσκον ,τά μοι ἄμβροτα δῶκε καλυψώ
18989,odyssey,7,261,NNNNNN,,
18990,odyssey,7,262,DDDSDA,καὶ τότε δή μ ἐκέλευσεν ,ἐποτρύνουσα νέεσθαι
18991,odyssey,7,263,DDSDDA,ζηνὸς ὑπ ἀγγελίης ,ἢ καὶ νόος ἐτράπετ αὐτῆς
18992,odyssey,7,264,DDDSDA,πέμπε δ ἐπὶ σχεδίης ,πολυδέσμου πολλὰ δ ἔδωκε
18993,odyssey,7,265,SDDDDA,σῖτον καὶ μέθυ ἡδύ ,καὶ ἄμβροτα εἵματα ἕσσεν
18994,odyssey,7,266,SDDDDA,οὖρον δὲ προέηκεν ,ἀπήμονά τε λιαρόν τε
18995,odyssey,7,267,DDDDDA,ἑπτὰ δὲ καὶ δέκα μὲν ,πλέον ἤματα ποντοπορεύων
18996,odyssey,7,268,SDDDDA,ὀκτωκαιδεκάτῃ ,δ ἐφάνη ὄρεα σκιόεντα
18997,odyssey,7,269,SDSDDA,γαίης ὑμετέρης ,γήθησε δέ μοι φίλον ἦτορ
18998,odyssey,7,270,DDDDDA,δυσμόρῳ ἦ γὰρ ἔμελλον ,ἔτι ξυνέσεσθαι ὀιζυῖ
18999,odyssey,7,271,SDDSDA,πολλῇ τήν μοι ἐπῶρσε ,ποσειδάων ἐνοσίχθων
19000,odyssey,7,272,DSDDDA,ὅς μοι ἐφορμήσας ,ἀνέμους κατέδησε κέλευθον
19001,odyssey,7,273,SDDDDA,ὤρινεν δὲ θάλασσαν ,ἀθέσφατον οὐδέ τι κῦμα
19002,odyssey,7,274,DDDDDA,εἴα ἐπὶ σχεδίης ,ἁδινὰ στενάχοντα φέρεσθαι
19003,odyssey,7,275,DDDDDA,τὴν μὲν ἔπειτα θύελλα ,διεσκέδασ αὐτὰρ ἐγώ γε
19004,odyssey,7,276,DDDDDA,νηχόμενος τόδε λαῖτμα ,διέτμαγον ὄφρα με γαίῃ
19005,odyssey,7,277,DDDDDA,ὑμετέρῃ ἐπέλασσε ,φέρων ἄνεμός τε καὶ ὕδωρ
19006,odyssey,7,278,DSDDDA,ἔνθα κέ μ ἐκβαίνοντα ,βιήσατο κῦμ ἐπὶ χέρσου
19007,odyssey,7,279,SDDDDA,πέτρῃς πρὸς μεγάλῃσι ,βαλὸν καὶ ἀτερπέι χώρῳ
19008,odyssey,7,280,DDSDDA,ἀλλ ἀναχασσάμενος ,νῆχον πάλιν ἧος ἐπῆλθον
19009,odyssey,7,281,DSDDDA,ἐς ποταμόν τῇ δή ,μοι ἐείσατο χῶρος ἄριστος
19010,odyssey,7,282,SSDDDA,λεῖος πετράων ,καὶ ἐπὶ σκέπας ἦν ἀνέμοιο
19011,odyssey,7,283,DSDDDA,ἐκ δ ἔπεσον θυμηγερέων ,ἐπὶ δ ἀμβροσίη νὺξ
19012,odyssey,7,284,DDDDDA,ἤλυθ ἐγὼ δ ἀπάνευθε ,διιπετέος ποταμοῖο
19013,odyssey,7,285,SSDDDA,ἐκβὰς ἐν θάμνοισι ,κατέδραθον ἀμφὶ δὲ φύλλα
19014,odyssey,7,286,DSDDDA,ἠφυσάμην ὕπνον ,δὲ θεὸς κατ ἀπείρονα χεῦεν
19015,odyssey,7,287,DSDDDA,ἔνθα μὲν ἐν φύλλοισι ,φίλον τετιημένος ἦτορ
19016,odyssey,7,288,SDDSDA,εὗδον παννύχιος ,καὶ ἐπ ἠῶ καὶ μέσον ἦμαρ
19017,odyssey,7,289,DDSDDA,δείλετό τ ἠέλιος ,καί με γλυκὺς ὕπνος ἀνῆκεν
19018,odyssey,7,290,DDDDDA,ἀμφιπόλους δ ἐπὶ θινὶ ,τεῆς ἐνόησα θυγατρὸς
19019,odyssey,7,291,SSDDDA,παιζούσας ἐν δ αὐτὴ ,ἔην ἐικυῖα θεῇσι
19020,odyssey,7,292,DSDDDA,τὴν ἱκέτευσ ἡ δ οὔ ,τι νοήματος ἤμβροτεν ἐσθλοῦ
19021,odyssey,7,293,SSDDDA,ὡς οὐκ ἂν ἔλποιο ,νεώτερον ἀντιάσαντα
19022,odyssey,7,294,DSDDDA,ἐρξέμεν αἰεὶ γάρ ,τε νεώτεροι ἀφραδέουσιν
19023,odyssey,7,295,SDDSDA,ἥ μοι σῖτον ἔδωκεν ,ἅλις ἠδ αἴθοπα οἶνον
19024,odyssey,7,296,SDSDDA,καὶ λοῦσ ἐν ποταμῷ ,καί μοι τάδε εἵματ ἔδωκε
19025,odyssey,7,297,DDDSDA,ταῦτά τοι ἀχνύμενός ,περ ἀληθείην κατέλεξα
19026,odyssey,7,298,SDDDSA,τὸν δ αὖτ ἀλκίνοος ,ἀπαμείβετο φώνησέν τε
19027,odyssey,7,299,SSDDDA,‘ξεῖν ἦ τοι μὲν τοῦτο ,γ ἐναίσιμον οὐκ ἐνόησε
19028,odyssey,7,300,DDDDDA,παῖς ἐμή οὕνεκά σ οὔ ,τι μετ ἀμφιπόλοισι γυναιξὶν
19029,odyssey,7,301,DDDSDA,ἦγεν ἐς ἡμέτερον ,σὺ δ ἄρα πρώτην ἱκέτευσας
19030,odyssey,7,302,DDDDDA,τὸν δ ἀπαμειβόμενος ,προσέφη πολύμητις ὀδυσσεύς
19031,odyssey,7,303,SSDDDA,‘ἥρως μή τοι τοὔνεκ ,ἀμύμονα νείκεε κούρην
19032,odyssey,7,304,SDDDDA,ἡ μὲν γάρ μ ἐκέλευε ,σὺν ἀμφιπόλοισιν ἕπεσθαι
19033,odyssey,7,305,DDSSDA,ἀλλ ἐγὼ οὐκ ἔθελον ,δείσας αἰσχυνόμενός τε
19034,odyssey,7,306,SSDSDA,μή πως καὶ σοὶ θυμὸς ,ἐπισκύσσαιτο ἰδόντι
19035,odyssey,7,307,SSDDSA,δύσζηλοι γάρ τ εἰμὲν ,ἐπὶ χθονὶ φῦλ ἀνθρώπων
19036,odyssey,7,308,SDDDSA,τὸν δ αὖτ ἀλκίνοος ,ἀπαμείβετο φώνησέν τε
19037,odyssey,7,309,SSDSDA,‘ξεῖν οὔ μοι τοιοῦτον ,ἐνὶ στήθεσσι φίλον κῆρ
19038,odyssey,7,310,DDDSDA,μαψιδίως κεχολῶσθαι ,ἀμείνω δ αἴσιμα πάντα
19039,odyssey,7,311,SDDSDA,αἲ γάρ ζεῦ τε πάτερ ,καὶ ἀθηναίη καὶ ἄπολλον
19040,odyssey,7,312,NNNNNN,,
19041,odyssey,7,313,DDDSDA,παῖδά τ ἐμὴν ἐχέμεν ,καὶ ἐμὸς γαμβρὸς καλέεσθαι
19042,odyssey,7,314,DSDSDA,αὖθι μένων οἶκον ,δέ κ ἐγὼ καὶ κτήματα δοίην
19043,odyssey,7,315,DDDDDA,εἴ κ ἐθέλων γε μένοις ,ἀέκοντα δέ σ οὔ τις ἐρύξει
19044,odyssey,7,316,SSDDDA,φαιήκων μὴ τοῦτο ,φίλον διὶ πατρὶ γένοιτο
19045,odyssey,7,317,SDSDDA,πομπὴν δ ἐς τόδ ἐγὼ ,τεκμαίρομαι ὄφρ ἐὺ εἰδῇς
19046,odyssey,7,318,DSDSDA,αὔριον ἔς τῆμος ,δὲ σὺ μὲν δεδμημένος ὕπνῳ
19047,odyssey,7,319,DDDSDA,λέξεαι οἱ δ ἐλόωσι ,γαλήνην ὄφρ ἂν ἵκηαι
19048,odyssey,7,320,DSDSDA,πατρίδα σὴν καὶ δῶμα ,καὶ εἴ πού τοι φίλον ἐστίν
19049,odyssey,7,321,SDDDSA,εἴ περ καὶ μάλα πολλὸν ,ἑκαστέρω ἔστ εὐβοίης
19050,odyssey,7,322,SDSDDA,τήν περ τηλοτάτω ,φάσ ἔμμεναι οἵ μιν ἴδοντο
19051,odyssey,7,323,SDDSDA,λαῶν ἡμετέρων ,ὅτε τε ξανθὸν ῥαδάμανθυν
19052,odyssey,7,324,DDDSDA,ἦγον ἐποψόμενον ,τιτυὸν γαιήιον υἱόν
19053,odyssey,7,325,DSDDDA,καὶ μὲν οἱ ἔνθ ἦλθον ,καὶ ἄτερ καμάτοιο τέλεσσαν
19054,odyssey,7,326,DSDDDA,ἤματι τῷ αὐτῷ ,καὶ ἀπήνυσαν οἴκαδ ὀπίσσω
19055,odyssey,7,327,SDDDDA,εἰδήσεις δὲ καὶ αὐτὸς ,ἐνὶ φρεσὶν ὅσσον ἄρισται
19056,odyssey,7,328,DSDSDA,νῆες ἐμαὶ καὶ κοῦροι ,ἀναρρίπτειν ἅλα πηδῷ
19057,odyssey,7,329,DSDSDA,ὣς φάτο γήθησεν ,δὲ πολύτλας δῖος ὀδυσσεύς
19058,odyssey,7,330,DDDDDA,εὐχόμενος δ ἄρα εἶπεν ,ἔπος τ ἔφατ ἔκ τ ὀνόμαζεν
19059,odyssey,7,331,DDDSDA,‘ζεῦ πάτερ αἴθ ὅσα εἶπε ,τελευτήσειεν ἅπαντα
19060,odyssey,7,332,DSDSDA,ἀλκίνοος τοῦ μέν ,κεν ἐπὶ ζείδωρον ἄρουραν
19061,odyssey,7,333,SDDDDA,ἄσβεστον κλέος εἴη ,ἐγὼ δέ κε πατρίδ ἱκοίμην
19062,odyssey,7,334,SSDSDA,ὣς οἱ μὲν τοιαῦτα ,πρὸς ἀλλήλους ἀγόρευον
19063,odyssey,7,335,DSSDDA,κέκλετο δ ἀρήτη ,λευκώλενος ἀμφιπόλοισιν
19064,odyssey,7,336,DSDSDA,δέμνι ὑπ αἰθούσῃ ,θέμεναι καὶ ῥήγεα καλὰ
19065,odyssey,7,337,DDDDDA,πορφύρε ἐμβαλέειν ,στορέσαι τ ἐφύπερθε τάπητας
19066,odyssey,7,338,SDSDDA,χλαίνας τ ἐνθέμεναι ,οὔλας καθύπερθεν ἕσασθαι
19067,odyssey,7,339,DDDDDA,αἱ δ ἴσαν ἐκ μεγάροιο ,δάος μετὰ χερσὶν ἔχουσαι
19068,odyssey,7,340,DDDDDA,αὐτὰρ ἐπεὶ στόρεσαν ,πυκινὸν λέχος ἐγκονέουσαι
19069,odyssey,7,341,SDDDDA,ὤτρυνον δ ὀδυσῆα ,παριστάμεναι ἐπέεσσιν
19070,odyssey,7,342,DSDSDA,‘ὄρσο κέων ὦ ξεῖνε ,πεποίηται δέ τοι εὐνή
19071,odyssey,7,343,SSDDSA,ὣς φάν τῷ δ ἀσπαστὸν ,ἐείσατο κοιμηθῆναι
19072,odyssey,7,344,DDDSDA,ὣς ὁ μὲν ἔνθα καθεῦδε ,πολύτλας δῖος ὀδυσσεὺς
19073,odyssey,7,345,SDDSDA,τρητοῖς ἐν λεχέεσσιν ,ὑπ αἰθούσῃ ἐριδούπῳ
19074,odyssey,7,346,DDDDSA,ἀλκίνοος δ ἄρα λέκτο ,μυχῷ δόμου ὑψηλοῖο
19075,odyssey,7,347,DSDSDA,πὰρ δὲ γυνὴ δέσποινα ,λέχος πόρσυνε καὶ εὐνήν
19076,odyssey,8,1,SDDDDA,ἦμος δ ἠριγένεια ,φάνη ῥοδοδάκτυλος ἠώς
19077,odyssey,8,2,DSDDDA,ὤρνυτ ἄρ ἐξ εὐνῆς ,ἱερὸν μένος ἀλκινόοιο
19078,odyssey,8,3,DDSDDA,ἂν δ ἄρα διογενὴς ,ὦρτο πτολίπορθος ὀδυσσεύς
19079,odyssey,8,4,SDDDDA,τοῖσιν δ ἡγεμόνευ ,ἱερὸν μένος ἀλκινόοιο
19080,odyssey,8,5,SDSDDA,φαιήκων ἀγορήνδ ,ἥ σφιν παρὰ νηυσὶ τέτυκτο
19081,odyssey,8,6,SDDSDA,ἐλθόντες δὲ καθῖζον ,ἐπὶ ξεστοῖσι λίθοισι
19082,odyssey,8,7,DDDDDA,πλησίον ἡ δ ἀνὰ ἄστυ ,μετῴχετο παλλὰς ἀθήνη
19083,odyssey,8,8,DSDDDA,εἰδομένη κήρυκι ,δαΐφρονος ἀλκινόοιο
19084,odyssey,8,9,DSDDDA,νόστον ὀδυσσῆι ,μεγαλήτορι μητιόωσα
19085,odyssey,8,10,DSDDDA,καί ῥα ἑκάστῳ φωτὶ ,παρισταμένη φάτο μῦθον
19086,odyssey,8,11,DSSDDA,δεῦτ ἄγε φαιήκων ,ἡγήτορες ἠδὲ μέδοντες
19087,odyssey,8,12,DDSSDA,εἰς ἀγορὴν ἰέναι ,ὄφρα ξείνοιο πύθησθε
19088,odyssey,8,13,DDDDDA,ὃς νέον ἀλκινόοιο ,δαΐφρονος ἵκετο δῶμα
19089,odyssey,8,14,DSDDDA,πόντον ἐπιπλαγχθείς ,δέμας ἀθανάτοισιν ὁμοῖος
19090,odyssey,8,15,SSDSDA,ὣς εἰποῦσ ὤτρυνε ,μένος καὶ θυμὸν ἑκάστου
19091,odyssey,8,16,DSDDDA,καρπαλίμως δ ἔμπληντο ,βροτῶν ἀγοραί τε καὶ ἕδραι
19092,odyssey,8,17,DSDSDA,ἀγρομένων πολλοὶ ,δ ἄρ ἐθηήσαντο ἰδόντες
19093,odyssey,8,18,SSDDDA,υἱὸν λαέρταο ,δαΐφρονα τῷ δ ἄρ ἀθήνη
19094,odyssey,8,19,DDDDDA,θεσπεσίην κατέχευε ,χάριν κεφαλῇ τε καὶ ὤμοις
19095,odyssey,8,20,SDSDDA,καί μιν μακρότερον ,καὶ πάσσονα θῆκεν ἰδέσθαι
19096,odyssey,8,21,SSDSDA,ὥς κεν φαιήκεσσι ,φίλος πάντεσσι γένοιτο
19097,odyssey,8,22,SSDDDA,δεινός τ αἰδοῖός ,τε καὶ ἐκτελέσειεν ἀέθλους
19098,odyssey,8,23,SSDSDA,πολλούς τοὺς φαίηκες ,ἐπειρήσαντ ὀδυσῆος
19099,odyssey,8,24,DSDDDA,αὐτὰρ ἐπεί ῥ ἤγερθεν ,ὁμηγερέες τ ἐγένοντο
19100,odyssey,8,25,SDDDDA,τοῖσιν δ ἀλκίνοος ,ἀγορήσατο καὶ μετέειπε
19101,odyssey,8,26,DSSDDA,κέκλυτε φαιήκων ,ἡγήτορες ἠδὲ μέδοντες
19102,odyssey,8,27,SDDSDA,ὄφρ εἴπω τά με θυμὸς ,ἐνὶ στήθεσσι κελεύει
19103,odyssey,8,28,DSDDDA,ξεῖνος ὅδ οὐκ οἶδ ὅς ,τις ἀλώμενος ἵκετ ἐμὸν δῶ
19104,odyssey,8,29,DSSDSA,ἠὲ πρὸς ἠοίων ,ἦ ἑσπερίων ἀνθρώπων
19105,odyssey,8,30,SSSDDA,πομπὴν δ ὀτρύνει ,καὶ λίσσεται ἔμπεδον εἶναι
19106,odyssey,8,31,SDDSDA,ἡμεῖς δ ὡς τὸ πάρος ,περ ἐποτρυνώμεθα πομπήν
19107,odyssey,8,32,DDDDDA,οὐδὲ γὰρ οὐδέ τις ἄλλος ,ὅτις κ ἐμὰ δώμαθ ἵκηται
19108,odyssey,8,33,DDSDDA,ἐνθάδ ὀδυρόμενος ,δηρὸν μένει εἵνεκα πομπῆς
19109,odyssey,8,34,DDDDDA,ἀλλ ἄγε νῆα μέλαιναν ,ἐρύσσομεν εἰς ἅλα δῖαν
19110,odyssey,8,35,NNNNNN,,
19111,odyssey,8,36,SDDDDA,κρινάσθων κατὰ δῆμον ,ὅσοι πάρος εἰσὶν ἄριστοι
19112,odyssey,8,37,DDDSDA,δησάμενοι δ ἐὺ πάντες ,ἐπὶ κληῖσιν ἐρετμὰ
19113,odyssey,8,38,SDDDDA,ἔκβητ αὐτὰρ ἔπειτα ,θοὴν ἀλεγύνετε δαῖτα
19114,odyssey,8,39,DSDDDA,ἡμέτερόνδ ἐλθόντες ,ἐγὼ δ ἐὺ πᾶσι παρέξω
19115,odyssey,8,40,SSDDDA,κούροισιν μὲν ταῦτ ,ἐπιτέλλομαι αὐτὰρ οἱ ἄλλοι
19116,odyssey,8,41,SDDSDA,σκηπτοῦχοι βασιλῆες ,ἐμὰ πρὸς δώματα καλὰ
19117,odyssey,8,42,SSDDDA,ἔρχεσθ ὄφρα ξεῖνον ,ἐνὶ μεγάροισι φιλέωμεν
19118,odyssey,8,43,DSDDDA,μηδέ τις ἀρνείσθω ,καλέσασθε δὲ θεῖον ἀοιδὸν
19119,odyssey,8,44,DSDDDA,δημόδοκον τῷ γάρ ,ῥα θεὸς πέρι δῶκεν ἀοιδὴν
19120,odyssey,8,45,SSDSDA,τέρπειν ὅππῃ θυμὸς ,ἐποτρύνῃσιν ἀείδειν
19121,odyssey,8,46,DSSDDA,ὣς ἄρα φωνήσας ,ἡγήσατο τοὶ δ ἅμ ἕποντο
19122,odyssey,8,47,SSDDDA,σκηπτοῦχοι κῆρυξ ,δὲ μετῴχετο θεῖον ἀοιδόν
19123,odyssey,8,48,SSDSSA,κούρω δὲ κρινθέντε ,δύω καὶ πεντήκοντα
19124,odyssey,8,49,SDDDDA,βήτην ὡς ἐκέλευσ ,ἐπὶ θῖν ἁλὸς ἀτρυγέτοιο
19125,odyssey,8,50,DDDDDA,αὐτὰρ ἐπεί ῥ ἐπὶ νῆα ,κατήλυθον ἠδὲ θάλασσαν
19126,odyssey,8,51,DDDSDA,νῆα μὲν οἵ γε μέλαιναν ,ἁλὸς βένθοσδε ἔρυσσαν
19127,odyssey,8,52,SDDDDA,ἐν δ ἱστόν τ ἐτίθεντο ,καὶ ἱστία νηὶ μελαίνῃ
19128,odyssey,8,53,SDDSDA,ἠρτύναντο δ ἐρετμὰ ,τροποῖς ἐν δερματίνοισι
19129,odyssey,8,54,DSDDDA,πάντα κατὰ μοῖραν ,ἀνά θ ἱστία λευκὰ πέτασσαν
19130,odyssey,8,55,SDSDDA,ὑψοῦ δ ἐν νοτίῳ ,τήν γ ὥρμισαν αὐτὰρ ἔπειτα
19131,odyssey,8,56,DDDDDA,βάν ῥ ἴμεν ἀλκινόοιο ,δαΐφρονος ἐς μέγα δῶμα
19132,odyssey,8,57,DSDDDA,πλῆντο δ ἄρ αἴθουσαί ,τε καὶ ἕρκεα καὶ δόμοι ἀνδρῶν
19133,odyssey,8,58,DSDDDA,ἀγρομένων πολλοὶ ,δ ἄρ ἔσαν νέοι ἠδὲ παλαιοί
19134,odyssey,8,59,SDDDDA,τοῖσιν δ ἀλκίνοος ,δυοκαίδεκα μῆλ ἱέρευσεν
19135,odyssey,8,60,SDDDDA,ὀκτὼ δ ἀργιόδοντας ,ὕας δύο δ εἰλίποδας βοῦς
19136,odyssey,8,61,DDDDDA,τοὺς δέρον ἀμφί θ ἕπον ,τετύκοντό τε δαῖτ ἐρατεινήν
19137,odyssey,8,62,SDDDDA,κῆρυξ δ ἐγγύθεν ἦλθεν ,ἄγων ἐρίηρον ἀοιδόν
19138,odyssey,8,63,DDDDDA,τὸν πέρι μοῦσ ἐφίλησε ,δίδου δ ἀγαθόν τε κακόν τε
19139,odyssey,8,64,SDDSDA,ὀφθαλμῶν μὲν ἄμερσε ,δίδου δ ἡδεῖαν ἀοιδήν
19140,odyssey,8,65,DDSDDA,τῷ δ ἄρα ποντόνοος ,θῆκε θρόνον ἀργυρόηλον
19141,odyssey,8,66,SDSDDA,μέσσῳ δαιτυμόνων ,πρὸς κίονα μακρὸν ἐρείσας
19142,odyssey,8,67,SDDSDA,κὰδ δ ἐκ πασσαλόφι ,κρέμασεν φόρμιγγα λίγειαν
19143,odyssey,8,68,DDDDDA,αὐτοῦ ὑπὲρ κεφαλῆς ,καὶ ἐπέφραδε χερσὶν ἑλέσθαι
19144,odyssey,8,69,SDDSDA,κῆρυξ πὰρ δ ἐτίθει ,κάνεον καλήν τε τράπεζαν
19145,odyssey,8,70,DSDDDA,πὰρ δὲ δέπας οἴνοιο ,πιεῖν ὅτε θυμὸς ἀνώγοι
19146,odyssey,8,71,DDDDDA,οἱ δ ἐπ ὀνείαθ ἑτοῖμα ,προκείμενα χεῖρας ἴαλλον
19147,odyssey,8,72,DDDDDA,αὐτὰρ ἐπεὶ πόσιος ,καὶ ἐδητύος ἐξ ἔρον ἕντο
19148,odyssey,8,73,DDDDDA,μοῦσ ἄρ ἀοιδὸν ἀνῆκεν ,ἀειδέμεναι κλέα ἀνδρῶν
19149,odyssey,8,74,SDDDDA,οἴμης τῆς τότ ἄρα ,κλέος οὐρανὸν εὐρὺν ἵκανε
19150,odyssey,8,75,DSSDDA,νεῖκος ὀδυσσῆος ,καὶ πηλεΐδεω ἀχιλῆος
19151,odyssey,8,76,DSDSDA,ὥς ποτε δηρίσαντο ,θεῶν ἐν δαιτὶ θαλείῃ
19152,odyssey,8,77,SDDSDA,ἐκπάγλοις ἐπέεσσιν ,ἄναξ δ ἀνδρῶν ἀγαμέμνων
19153,odyssey,8,78,DDDSDA,χαῖρε νόῳ ὅ τ ἄριστοι ,ἀχαιῶν δηριόωντο
19154,odyssey,8,79,SSSDDA,ὣς γάρ οἱ χρείων ,μυθήσατο φοῖβος ἀπόλλων
19155,odyssey,8,80,DDDSDA,πυθοῖ ἐν ἠγαθέῃ ,ὅθ ὑπέρβη λάινον οὐδὸν
19156,odyssey,8,81,DDDDDA,χρησόμενος τότε γάρ ,ῥα κυλίνδετο πήματος ἀρχὴ
19157,odyssey,8,82,DDDDDA,τρωσί τε καὶ δαναοῖσι ,διὸς μεγάλου διὰ βουλάς
19158,odyssey,8,83,DDDDDA,ταῦτ ἄρ ἀοιδὸς ἄειδε ,περικλυτός αὐτὰρ ὀδυσσεὺς
19159,odyssey,8,84,DDDSDA,πορφύρεον μέγα φᾶρος ,ἑλὼν χερσὶ στιβαρῇσι
19160,odyssey,8,85,DSDDDA,κὰκ κεφαλῆς εἴρυσσε ,κάλυψε δὲ καλὰ πρόσωπα
19161,odyssey,8,86,DSDDDA,αἴδετο γὰρ φαίηκας ,ὑπ ὀφρύσι δάκρυα λείβων
19162,odyssey,8,87,DSDSDA,ἦ τοι ὅτε λήξειεν ,ἀείδων θεῖος ἀοιδός
19163,odyssey,8,88,DDDDDA,δάκρυ ὀμορξάμενος ,κεφαλῆς ἄπο φᾶρος ἕλεσκε
19164,odyssey,8,89,DDDSDA,καὶ δέπας ἀμφικύπελλον ,ἑλὼν σπείσασκε θεοῖσιν
19165,odyssey,8,90,DSSDDA,αὐτὰρ ὅτ ἂψ ἄρχοιτο καὶ ,ὀτρύνειαν ἀείδειν
19166,odyssey,8,91,SDDSDA,φαιήκων οἱ ἄριστοι ,ἐπεὶ τέρποντ ἐπέεσσιν
19167,odyssey,8,92,DDDDDA,ἂψ ὀδυσεὺς κατὰ κρᾶτα ,καλυψάμενος γοάασκεν
19168,odyssey,8,93,SSDDDA,ἔνθ ἄλλους μὲν πάντας ,ἐλάνθανε δάκρυα λείβων
19169,odyssey,8,94,DDDDDA,ἀλκίνοος δέ μιν οἶος ,ἐπεφράσατ ἠδ ἐνόησεν
